longitude,latitude,population_density
74.3237,31.6829,1517.3368
74.3321,31.6829,1186.5616
74.3404,31.6829,1032.387
74.3487,31.6829,826.74335
74.3571,31.6829,610.19196
74.3654,31.6829,565.7418
74.3737,31.6829,544.42523
74.3821,31.6829,580.6098
74.3904,31.6829,563.758
74.3987,31.6829,503.76193
74.4071,31.6829,491.28226
74.4154,31.6829,470.97052
74.4237,31.6829,578.5608
74.4321,31.6829,459.3332
74.4404,31.6829,504.74298
74.4487,31.6829,767.04034
74.4571,31.6829,1089.4745
74.4654,31.6829,1637.7502
74.4737,31.6829,1932.2141
74.4821,31.6829,1673.3353
74.4904,31.6829,928.82306
74.4987,31.6829,1269.9371
74.1987,31.6746,1949.4702
74.2071,31.6746,1187.0566
74.2154,31.6746,692.8558
74.2237,31.6746,686.3754
74.2321,31.6746,871.073
74.2404,31.6746,850.6856
74.2487,31.6746,1015.5139
74.2571,31.6746,2013.2167
74.2654,31.6746,4884.7974
74.2737,31.6746,7787.4844
74.2821,31.6746,4753.5527
74.2904,31.6746,3236.235
74.2987,31.6746,2859.878
74.3071,31.6746,3519.1946
74.3154,31.6746,2546.8237
74.3237,31.6746,1179.9727
74.3321,31.6746,772.28186
74.3404,31.6746,1141.7075
74.3487,31.6746,829.82227
74.3571,31.6746,758.6127
74.3654,31.6746,1054.3628
74.3737,31.6746,769.04517
74.3821,31.6746,659.26495
74.3904,31.6746,591.47327
74.3987,31.6746,530.2545
74.4071,31.6746,406.84125
74.4154,31.6746,475.59344
74.4237,31.6746,550.5134
74.4321,31.6746,562.1739
74.4404,31.6746,940.2905
74.4487,31.6746,1097.4045
74.4571,31.6746,1552.9768
74.4654,31.6746,1739.7375
74.4737,31.6746,2020.1746
74.4821,31.6746,1873.2493
74.4904,31.6746,1016.8606
74.4987,31.6746,877.2893
74.1987,31.6663,1991.6449
74.2071,31.6663,1615.0441
74.2154,31.6663,909.82825
74.2237,31.6663,684.76855
74.2321,31.6663,834.68286
74.2404,31.6663,765.3567
74.2487,31.6663,875.9446
74.2571,31.6663,1875.0009
74.2654,31.6663,3893.1907
74.2737,31.6663,7807.8354
74.2821,31.6663,8913.845
74.2904,31.6663,4781.3945
74.2987,31.6663,7056.0645
74.3071,31.6663,6853.0664
74.3154,31.6663,2077.0684
74.3237,31.6663,933.88513
74.3321,31.6663,754.7692
74.3404,31.6663,1039.9237
74.3487,31.6663,1148.2985
74.3571,31.6663,1280.3756
74.3654,31.6663,1452.882
74.3737,31.6663,1052.531
74.3821,31.6663,780.8362
74.3904,31.6663,649.90094
74.3987,31.6663,450.0016
74.4071,31.6663,554.92426
74.4154,31.6663,455.8337
74.4237,31.6663,901.22687
74.4321,31.6663,1128.1008
74.4404,31.6663,1289.1892
74.4487,31.6663,1417.1722
74.4571,31.6663,1068.8892
74.4654,31.6663,1170.5409
74.4737,31.6663,1553.1105
74.4821,31.6663,1983.6488
74.4904,31.6663,1221.59
74.4987,31.6663,1266.0317
74.1987,31.6579,2582.629
74.2071,31.6579,2311.249
74.2154,31.6579,1314.308
74.2237,31.6579,1040.8306
74.2321,31.6579,642.37036
74.2404,31.6579,711.10913
74.2487,31.6579,1141.8302
74.2571,31.6579,2678.8794
74.2654,31.6579,6615.617
74.2737,31.6579,10631.175
74.2821,31.6579,15166.548
74.2904,31.6579,11536.493
74.2987,31.6579,11074.051
74.3071,31.6579,4511.006
74.3154,31.6579,1912.4733
74.3237,31.6579,897.95105
74.3321,31.6579,1021.1616
74.3404,31.6579,1565.6486
74.3487,31.6579,1537.2313
74.3571,31.6579,1540.3911
74.3654,31.6579,1505.4479
74.3737,31.6579,1422.5118
74.3821,31.6579,1013.771
74.3904,31.6579,919.3433
74.3987,31.6579,750.7138
74.4071,31.6579,987.02496
74.4154,31.6579,1166.8763
74.4237,31.6579,921.9511
74.4321,31.6579,1049.6542
74.4404,31.6579,1418.5906
74.4487,31.6579,1568.6736
74.4571,31.6579,2458.4807
74.4654,31.6579,2187.1394
74.4737,31.6579,2600.0142
74.4821,31.6579,2547.0388
74.4904,31.6579,1821.1592
74.4987,31.6579,1312.3163
74.1987,31.6496,6351.5303
74.2071,31.6496,5343.7197
74.2154,31.6496,2113.2637
74.2237,31.6496,1592.6133
74.2321,31.6496,1250.2269
74.2404,31.6496,995.89343
74.2487,31.6496,868.55676
74.2571,31.6496,1719.8279
74.2654,31.6496,3962.0164
74.2737,31.6496,14400.824
74.2821,31.6496,17217.701
74.2904,31.6496,14620.526
74.2987,31.6496,8206.548
74.3071,31.6496,4519.041
74.3154,31.6496,2125.0693
74.3237,31.6496,1054.6313
74.3321,31.6496,1537.2693
74.3404,31.6496,1537.1658
74.3487,31.6496,1310.5896
74.3571,31.6496,1532.7307
74.3654,31.6496,1892.3624
74.3737,31.6496,1859.4897
74.3821,31.6496,1426.7906
74.3904,31.6496,1612.2236
74.3987,31.6496,1225.0221
74.4071,31.6496,1280.0042
74.4154,31.6496,1625.9572
74.4237,31.6496,967.18713
74.4321,31.6496,1738.2777
74.4404,31.6496,2331.5178
74.4487,31.6496,2274.7341
74.4571,31.6496,4538.7944
74.4654,31.6496,4184.242
74.4737,31.6496,4455.9272
74.4821,31.6496,2555.7559
74.4904,31.6496,1858.1078
74.4987,31.6496,2286.828
74.1987,31.6413,8730.747
74.2071,31.6413,8541.17
74.2154,31.6413,4644.971
74.2237,31.6413,3334.845
74.2321,31.6413,2544.044
74.2404,31.6413,1602.3635
74.2487,31.6413,1242.8766
74.2571,31.6413,2345.9897
74.2654,31.6413,7867.455
74.2737,31.6413,13297.061
74.2821,31.6413,17737.053
74.2904,31.6413,10341.913
74.2987,31.6413,8450.562
74.3071,31.6413,7745.0093
74.3154,31.6413,3834.3677
74.3237,31.6413,2344.772
74.3321,31.6413,2112.5703
74.3404,31.6413,2135.0947
74.3487,31.6413,1901.3718
74.3571,31.6413,2283.4348
74.3654,31.6413,3315.69
74.3737,31.6413,2026.3884
74.3821,31.6413,1996.5963
74.3904,31.6413,1682.3567
74.3987,31.6413,1770.268
74.4071,31.6413,1750.6246
74.4154,31.6413,1789.7291
74.4237,31.6413,1393.5277
74.4321,31.6413,1783.9158
74.4404,31.6413,3270.8743
74.4487,31.6413,2642.7756
74.4571,31.6413,1693.0892
74.4654,31.6413,1552.6709
74.4737,31.6413,2367.836
74.4821,31.6413,2295.7761
74.4904,31.6413,2446.6575
74.4987,31.6413,4113.604
74.1987,31.6329,5514.457
74.2071,31.6329,7092.221
74.2154,31.6329,7643.9316
74.2237,31.6329,6971.7695
74.2321,31.6329,7231.3115
74.2404,31.6329,4865.4775
74.2487,31.6329,3236.0676
74.2571,31.6329,3381.8027
74.2654,31.6329,8346.276
74.2737,31.6329,10845.69
74.2821,31.6329,17299.54
74.2904,31.6329,13961.97
74.2987,31.6329,13247.105
74.3071,31.6329,11414.23
74.3154,31.6329,4506.9766
74.3237,31.6329,3059.4702
74.3321,31.6329,2953.8718
74.3404,31.6329,3070.4397
74.3487,31.6329,2092.9414
74.3571,31.6329,2190.9324
74.3654,31.6329,2527.4836
74.3737,31.6329,1914.7059
74.3821,31.6329,2122.4326
74.3904,31.6329,1919.4229
74.3987,31.6329,2401.8872
74.4071,31.6329,2761.8206
74.4154,31.6329,3163.4045
74.4237,31.6329,2468.192
74.4321,31.6329,2894.7913
74.4404,31.6329,3924.867
74.4487,31.6329,2499.567
74.4571,31.6329,1108.686
74.4654,31.6329,928.58167
74.4737,31.6329,1358.2932
74.4821,31.6329,2292.89
74.4904,31.6329,3303.6067
74.4987,31.6329,3379.8108
74.1987,31.6246,1920.0574
74.2071,31.6246,2820.4038
74.2154,31.6246,4003.63
74.2237,31.6246,5938.989
74.2321,31.6246,8521.207
74.2404,31.6246,9011.788
74.2487,31.6246,8933.741
74.2571,31.6246,14577.346
74.2654,31.6246,14451.695
74.2737,31.6246,14203.061
74.2821,31.6246,18442.701
74.2904,31.6246,16165.515
74.2987,31.6246,13524.744
74.3071,31.6246,7186.6787
74.3154,31.6246,4561.553
74.3237,31.6246,3945.3674
74.3321,31.6246,4348.1904
74.3404,31.6246,6034.6675
74.3487,31.6246,4258.0005
74.3571,31.6246,4040.926
74.3654,31.6246,3823.2344
74.3737,31.6246,2426.7012
74.3821,31.6246,3191.3372
74.3904,31.6246,3393.2476
74.3987,31.6246,4779.996
74.4071,31.6246,5627.993
74.4154,31.6246,6605.6187
74.4237,31.6246,6033.445
74.4321,31.6246,3497.4062
74.4404,31.6246,3089.782
74.4487,31.6246,2366.1165
74.4571,31.6246,2175.2202
74.4654,31.6246,1415.0177
74.4737,31.6246,1902.3384
74.4821,31.6246,2387.3557
74.4904,31.6246,3022.0364
74.4987,31.6246,1849.1256
74.1987,31.6163,887.6425
74.2071,31.6163,2354.4385
74.2154,31.6163,2334.5203
74.2237,31.6163,2271.8787
74.2321,31.6163,3979.931
74.2404,31.6163,10817.062
74.2487,31.6163,15494.775
74.2571,31.6163,17644.652
74.2654,31.6163,17859.805
74.2737,31.6163,14427.275
74.2821,31.6163,17571.775
74.2904,31.6163,15526.969
74.2987,31.6163,12846.504
74.3071,31.6163,12402.191
74.3154,31.6163,12909.578
74.3237,31.6163,13164.516
74.3321,31.6163,13630.356
74.3404,31.6163,14710.208
74.3487,31.6163,12680.022
74.3571,31.6163,12106.53
74.3654,31.6163,12307.027
74.3737,31.6163,8752.82
74.3821,31.6163,10024.113
74.3904,31.6163,10756.676
74.3987,31.6163,13776.703
74.4071,31.6163,14678.07
74.4154,31.6163,13437.408
74.4237,31.6163,9071.549
74.4321,31.6163,3792.2705
74.4404,31.6163,3187.9197
74.4487,31.6163,3016.2834
74.4571,31.6163,3000.6545
74.4654,31.6163,2600.9138
74.4737,31.6163,1886.0828
74.4821,31.6163,2947.4504
74.4904,31.6163,3634.0676
74.4987,31.6163,2024.5637
74.1987,31.6079,946.8066
74.2071,31.6079,3040.1375
74.2154,31.6079,3562.5002
74.2237,31.6079,4351.1875
74.2321,31.6079,5656.1753
74.2404,31.6079,13381.001
74.2487,31.6079,16952.303
74.2571,31.6079,8726.512
74.2654,31.6079,7261.8574
74.2737,31.6079,8752.577
74.2821,31.6079,10118.963
74.2904,31.6079,13459.1875
74.2987,31.6079,18951.65
74.3071,31.6079,20175.592
74.3154,31.6079,19251.85
74.3237,31.6079,19179.055
74.3321,31.6079,18236.33
74.3404,31.6079,17072.55
74.3487,31.6079,15789.121
74.3571,31.6079,15235.408
74.3654,31.6079,16684.818
74.3737,31.6079,13759.573
74.3821,31.6079,11996.768
74.3904,31.6079,14827.196
74.3987,31.6079,17253.785
74.4071,31.6079,14460.3
74.4154,31.6079,13724.122
74.4237,31.6079,11900.972
74.4321,31.6079,6700.015
74.4404,31.6079,4516.918
74.4487,31.6079,6299.978
74.4571,31.6079,4774.0767
74.4654,31.6079,4266.1714
74.4737,31.6079,4266.6333
74.4821,31.6079,5934.6714
74.4904,31.6079,8861.8
74.4987,31.6079,6050.1445
74.1987,31.5996,1470.4679
74.2071,31.5996,3799.2568
74.2154,31.5996,7337.998
74.2237,31.5996,6576.79
74.2321,31.5996,5086.1514
74.2404,31.5996,4806.2725
74.2487,31.5996,10444.833
74.2571,31.5996,6729.279
74.2654,31.5996,3760.7048
74.2737,31.5996,3650.5376
74.2821,31.5996,5908.548
74.2904,31.5996,15908.289
74.2987,31.5996,21308.87
74.3071,31.5996,20654.678
74.3154,31.5996,20404.695
74.3237,31.5996,15474.608
74.3321,31.5996,13723.693
74.3404,31.5996,14358.145
74.3487,31.5996,13397.193
74.3571,31.5996,12250.574
74.3654,31.5996,12299.639
74.3737,31.5996,10359.006
74.3821,31.5996,9445.548
74.3904,31.5996,11221.739
74.3987,31.5996,13136.662
74.4071,31.5996,12420.429
74.4154,31.5996,12671.398
74.4237,31.5996,15356.573
74.4321,31.5996,12469.826
74.4404,31.5996,11686.103
74.4487,31.5996,12366.276
74.4571,31.5996,10567.685
74.4654,31.5996,12754.405
74.4737,31.5996,14512.009
74.4821,31.5996,14550.6
74.4904,31.5996,14654.3545
74.4987,31.5996,10062.237
74.1987,31.5913,2301.484
74.2071,31.5913,4420.084
74.2154,31.5913,4392.876
74.2237,31.5913,3049.2847
74.2321,31.5913,1678.7471
74.2404,31.5913,2606.762
74.2487,31.5913,7181.0527
74.2571,31.5913,7682.8647
74.2654,31.5913,5470.547
74.2737,31.5913,5590.0474
74.2821,31.5913,12610.024
74.2904,31.5913,17526.83
74.2987,31.5913,20185.12
74.3071,31.5913,20691.914
74.3154,31.5913,21022.674
74.3237,31.5913,17015.486
74.3321,31.5913,14566.285
74.3404,31.5913,14412.787
74.3487,31.5913,12263.916
74.3571,31.5913,13185.923
74.3654,31.5913,12910.802
74.3737,31.5913,11672.545
74.3821,31.5913,12690.108
74.3904,31.5913,12816.808
74.3987,31.5913,12827.642
74.4071,31.5913,16183.379
74.4154,31.5913,15705.814
74.4237,31.5913,15882.868
74.4321,31.5913,15136.645
74.4404,31.5913,11977.501
74.4487,31.5913,9609.691
74.4571,31.5913,8852.511
74.4654,31.5913,11650.675
74.4737,31.5913,11909.386
74.4821,31.5913,10155.375
74.4904,31.5913,11601.836
74.4987,31.5913,9126.425
74.1987,31.5829,3321.9387
74.2071,31.5829,1662.9661
74.2154,31.5829,1805.4603
74.2237,31.5829,1976.7864
74.2321,31.5829,1009.8391
74.2404,31.5829,1668.5223
74.2487,31.5829,3770.5554
74.2571,31.5829,7899.886
74.2654,31.5829,8854.278
74.2737,31.5829,11840.219
74.2821,31.5829,18804.664
74.2904,31.5829,18493.355
74.2987,31.5829,16939.68
74.3071,31.5829,19024.482
74.3154,31.5829,17685.363
74.3237,31.5829,15105.017
74.3321,31.5829,13819.879
74.3404,31.5829,15334.887
74.3487,31.5829,16205.344
74.3571,31.5829,17024.732
74.3654,31.5829,17261.473
74.3737,31.5829,15130.252
74.3821,31.5829,12169.545
74.3904,31.5829,9992.884
74.3987,31.5829,9549.271
74.4071,31.5829,10950.358
74.4154,31.5829,11707.109
74.4237,31.5829,12040.618
74.4321,31.5829,16784.363
74.4404,31.5829,12886.612
74.4487,31.5829,10684.236
74.4571,31.5829,10912.061
74.4654,31.5829,10349.451
74.4737,31.5829,8647.56
74.4821,31.5829,9985.588
74.4904,31.5829,11060.406
74.4987,31.5829,6751.951
74.1987,31.5746,2490.0852
74.2071,31.5746,933.16113
74.2154,31.5746,693.2006
74.2237,31.5746,1483.9692
74.2321,31.5746,1491.0704
74.2404,31.5746,1451.1324
74.2487,31.5746,2598.0615
74.2571,31.5746,3673.5632
74.2654,31.5746,7698.4697
74.2737,31.5746,16330.305
74.2821,31.5746,21334.639
74.2904,31.5746,17212.49
74.2987,31.5746,15599.498
74.3071,31.5746,14879.281
74.3154,31.5746,14287.582
74.3237,31.5746,14413.4795
74.3321,31.5746,14127.478
74.3404,31.5746,16524.576
74.3487,31.5746,15258.063
74.3571,31.5746,15267.739
74.3654,31.5746,13518.928
74.3737,31.5746,14714.664
74.3821,31.5746,14081.198
74.3904,31.5746,11909.58
74.3987,31.5746,11944.94
74.4071,31.5746,13873.392
74.4154,31.5746,15819.931
74.4237,31.5746,16346.634
74.4321,31.5746,15912.924
74.4404,31.5746,12806.875
74.4487,31.5746,9073.56
74.4571,31.5746,6046.124
74.4654,31.5746,5211.545
74.4737,31.5746,4327.0815
74.4821,31.5746,6233.359
74.4904,31.5746,5951.3457
74.4987,31.5746,4131.0415
74.1987,31.5663,905.5386
74.2071,31.5663,671.83575
74.2154,31.5663,598.15784
74.2237,31.5663,1325.3258
74.2321,31.5663,3063.2437
74.2404,31.5663,3681.9895
74.2487,31.5663,3791.3193
74.2571,31.5663,4000.6934
74.2654,31.5663,9201.147
74.2737,31.5663,18572.342
74.2821,31.5663,17635.523
74.2904,31.5663,11458.318
74.2987,31.5663,14325.13
74.3071,31.5663,14229.985
74.3154,31.5663,16856.336
74.3237,31.5663,18014.195
74.3321,31.5663,18264.625
74.3404,31.5663,18414.594
74.3487,31.5663,15378.585
74.3571,31.5663,13866.288
74.3654,31.5663,15027.99
74.3737,31.5663,17008.467
74.3821,31.5663,17556.568
74.3904,31.5663,16550.729
74.3987,31.5663,15234.204
74.4071,31.5663,15245.421
74.4154,31.5663,14773.415
74.4237,31.5663,13474.665
74.4321,31.5663,12972.075
74.4404,31.5663,6442.833
74.4487,31.5663,4556.798
74.4571,31.5663,2693.8992
74.4654,31.5663,2219.7478
74.4737,31.5663,1795.7516
74.4821,31.5663,2058.6643
74.4904,31.5663,2731.1338
74.4987,31.5663,2397.3386
74.1987,31.5579,613.32874
74.2071,31.5579,707.6125
74.2154,31.5579,1138.9758
74.2237,31.5579,1664.6051
74.2321,31.5579,3090.5698
74.2404,31.5579,5603.197
74.2487,31.5579,6533.039
74.2571,31.5579,10684.24
74.2654,31.5579,17334.186
74.2737,31.5579,19639.826
74.2821,31.5579,15160.229
74.2904,31.5579,12421.421
74.2987,31.5579,13171.772
74.3071,31.5579,13579.107
74.3154,31.5579,17552.37
74.3237,31.5579,16890.094
74.3321,31.5579,18234.992
74.3404,31.5579,15372.605
74.3487,31.5579,15437.895
74.3571,31.5579,18036.607
74.3654,31.5579,17612.895
74.3737,31.5579,17495.168
74.3821,31.5579,17981.59
74.3904,31.5579,17472.902
74.3987,31.5579,17086.967
74.4071,31.5579,16217.54
74.4154,31.5579,14905.472
74.4237,31.5579,12421.377
74.4321,31.5579,8882.615
74.4404,31.5579,5111.094
74.4487,31.5579,3461.893
74.4571,31.5579,1752.3191
74.4654,31.5579,1386.9581
74.4737,31.5579,1771.3032
74.4821,31.5579,2212.248
74.4904,31.5579,2377.0198
74.4987,31.5579,2629.4082
74.1987,31.5496,572.3798
74.2071,31.5496,1052.053
74.2154,31.5496,1772.3159
74.2237,31.5496,1901.9844
74.2321,31.5496,2746.8928
74.2404,31.5496,3610.7346
74.2487,31.5496,11081.981
74.2571,31.5496,16772.137
74.2654,31.5496,19434.691
74.2737,31.5496,15849.33
74.2821,31.5496,14107.576
74.2904,31.5496,14081.016
74.2987,31.5496,12163.7
74.3071,31.5496,12325.096
74.3154,31.5496,17379.004
74.3237,31.5496,18169.65
74.3321,31.5496,13320.615
74.3404,31.5496,15334.023
74.3487,31.5496,18187.451
74.3571,31.5496,17778.52
74.3654,31.5496,16323.94
74.3737,31.5496,18299.61
74.3821,31.5496,15223.86
74.3904,31.5496,16190.234
74.3987,31.5496,17467.965
74.4071,31.5496,17349.86
74.4154,31.5496,18445.215
74.4237,31.5496,14530.334
74.4321,31.5496,8017.245
74.4404,31.5496,3144.6614
74.4487,31.5496,2428.8933
74.4571,31.5496,2084.5828
74.4654,31.5496,1754.6555
74.4737,31.5496,2402.8362
74.4821,31.5496,3685.1692
74.4904,31.5496,3668.215
74.4987,31.5496,2322.7048
74.1987,31.5413,1070.6334
74.2071,31.5413,1386.4912
74.2154,31.5413,1617.6981
74.2237,31.5413,2051.2698
74.2321,31.5413,2344.901
74.2404,31.5413,3720.2512
74.2487,31.5413,10347.509
74.2571,31.5413,18364.504
74.2654,31.5413,19007.375
74.2737,31.5413,15368.8955
74.2821,31.5413,14589.996
74.2904,31.5413,13596.05
74.2987,31.5413,12656.282
74.3071,31.5413,13721.634
74.3154,31.5413,16444.691
74.3237,31.5413,18734.365
74.3321,31.5413,16944.377
74.3404,31.5413,17985.23
74.3487,31.5413,17065.293
74.3571,31.5413,15864.33
74.3654,31.5413,14914.799
74.3737,31.5413,14710.408
74.3821,31.5413,10978.627
74.3904,31.5413,10064.846
74.3987,31.5413,11659.206
74.4071,31.5413,18257.322
74.4154,31.5413,18645.72
74.4237,31.5413,13770.437
74.4321,31.5413,8771.223
74.4404,31.5413,4816.0884
74.4487,31.5413,4820.4937
74.4571,31.5413,6597.1016
74.4654,31.5413,3933.014
74.4737,31.5413,2273.9565
74.4821,31.5413,3561.5205
74.4904,31.5413,4340.507
74.4987,31.5413,2650.1677
74.1987,31.5329,1480.063
74.2071,31.5329,1466.4265
74.2154,31.5329,1677.1897
74.2237,31.5329,1991.0676
74.2321,31.5329,2580.1545
74.2404,31.5329,3588.0554
74.2487,31.5329,9009.712
74.2571,31.5329,17828.557
74.2654,31.5329,14990.245
74.2737,31.5329,14060.6
74.2821,31.5329,14386.842
74.2904,31.5329,13206.178
74.2987,31.5329,13268.245
74.3071,31.5329,15202.993
74.3154,31.5329,17779.367
74.3237,31.5329,17787.572
74.3321,31.5329,17339.424
74.3404,31.5329,17910.299
74.3487,31.5329,18400.266
74.3571,31.5329,18329.11
74.3654,31.5329,15072.366
74.3737,31.5329,16690.47
74.3821,31.5329,13336.631
74.3904,31.5329,12457.818
74.3987,31.5329,10827.668
74.4071,31.5329,15169.931
74.4154,31.5329,15274.969
74.4237,31.5329,14532.339
74.4321,31.5329,14905.097
74.4404,31.5329,13451.03
74.4487,31.5329,11472.411
74.4571,31.5329,10034.593
74.4654,31.5329,5119.3965
74.4737,31.5329,2669.5583
74.4821,31.5329,3284.5017
74.4904,31.5329,2539.1711
74.4987,31.5329,2124.3887
74.1987,31.5246,1728.1991
74.2071,31.5246,1670.373
74.2154,31.5246,1399.1074
74.2237,31.5246,1883.4191
74.2321,31.5246,2544.7627
74.2404,31.5246,4353.153
74.2487,31.5246,12586.066
74.2571,31.5246,14277.779
74.2654,31.5246,13992.43
74.2737,31.5246,16185.378
74.2821,31.5246,17852.352
74.2904,31.5246,18202.514
74.2987,31.5246,14054.655
74.3071,31.5246,13959.348
74.3154,31.5246,19201.525
74.3237,31.5246,16840.225
74.3321,31.5246,14211.579
74.3404,31.5246,18877.27
74.3487,31.5246,18933.781
74.3571,31.5246,15443.569
74.3654,31.5246,13323.072
74.3737,31.5246,14657.345
74.3821,31.5246,15515.479
74.3904,31.5246,12240.975
74.3987,31.5246,8283.213
74.4071,31.5246,11008.579
74.4154,31.5246,12589.719
74.4237,31.5246,16803.41
74.4321,31.5246,16178.558
74.4404,31.5246,14614.786
74.4487,31.5246,13779.038
74.4571,31.5246,14007.426
74.4654,31.5246,5402.0273
74.4737,31.5246,3390.2642
74.4821,31.5246,2536.4094
74.4904,31.5246,2644.9304
74.4987,31.5246,4082.6477
74.1987,31.5163,1568.8586
74.2071,31.5163,1706.5995
74.2154,31.5163,1846.7982
74.2237,31.5163,1946.885
74.2321,31.5163,4051.6555
74.2404,31.5163,9847.307
74.2487,31.5163,16718.57
74.2571,31.5163,16178.481
74.2654,31.5163,14227.66
74.2737,31.5163,17153.887
74.2821,31.5163,17005.01
74.2904,31.5163,17664.12
74.2987,31.5163,18078.562
74.3071,31.5163,17383.312
74.3154,31.5163,17018.662
74.3237,31.5163,17043.605
74.3321,31.5163,17644.559
74.3404,31.5163,19208.639
74.3487,31.5163,17631.818
74.3571,31.5163,14506.418
74.3654,31.5163,13563.349
74.3737,31.5163,14233.555
74.3821,31.5163,10819.669
74.3904,31.5163,8960.492
74.3987,31.5163,6320.2896
74.4071,31.5163,8122.3525
74.4154,31.5163,9885.973
74.4237,31.5163,13535.771
74.4321,31.5163,14046.927
74.4404,31.5163,10388.069
74.4487,31.5163,5338.199
74.4571,31.5163,8804.86
74.4654,31.5163,6449.62
74.4737,31.5163,3703.6365
74.4821,31.5163,3191.3135
74.4904,31.5163,4357.0215
74.4987,31.5163,6420.9756
74.1987,31.5079,1134.9377
74.2071,31.5079,1270.4109
74.2154,31.5079,1712.15
74.2237,31.5079,2901.4658
74.2321,31.5079,7771.511
74.2404,31.5079,16805.064
74.2487,31.5079,15262.635
74.2571,31.5079,13864.629
74.2654,31.5079,16153.372
74.2737,31.5079,18047.697
74.2821,31.5079,15412.996
74.2904,31.5079,11502.628
74.2987,31.5079,13629.668
74.3071,31.5079,17229.863
74.3154,31.5079,17658.295
74.3237,31.5079,18917.21
74.3321,31.5079,17178.256
74.3404,31.5079,16791.049
74.3487,31.5079,17495.799
74.3571,31.5079,17018.738
74.3654,31.5079,15807.28
74.3737,31.5079,15341.421
