id,lat,lon,name,type
5260103791,31.5289089,74.322554,Pakistan Society for Rehabilitation of The Disabled,hospital
5260103793,31.559244,74.3125849,Badar Medical Complex,hospital
5260103794,31.5868674,74.346845,City Hospital,hospital
5260103795,31.566729,74.2909238,Faran Hospital,hospital
5260182540,31.589899,74.3287333,Rabia Welfare Hospital,hospital
5267413985,31.5484343,74.3571591,Mian Meer Welfair Hospital,hospital
5273489542,31.4875079,74.3808228,Shaukat Khanum Laboratory,clinic
5273631734,31.5698719,74.3384901,کېرنس رېلوې روغتون,hospital
5273680544,31.4728929,74.2534801,Hafeez Eye Centre,clinic
5276934827,31.5350141,74.3399776,Mian Medical Complex,hospital
5276934828,31.5364886,74.3390281,Rana Laser Ent Centre,hospital
5334281221,31.4748636,74.3030329,Al-Nasar,hospital
5684856922,31.5615672,74.2997606,National Eye Centre,hospital
5741578395,31.5031896,74.3239239,Dr. Zahid Hussain,clinic
5741578396,31.4993556,74.3203382,Dr. Altaf Cheema,clinic
5741652521,31.5102994,74.3280872,ډاکټر آصف رانا,clinic
5844819916,31.5704213,74.3169553,Centre for Nuclear Medicine,hospital
5844819917,31.5702316,74.3173681,Neurology Department,hospital
5844819918,31.5696419,74.3176814,Department of Psychiatry,hospital
6087117985,31.5125979,74.3173865,Dr. Mehmood Ali Malik,clinic
7165556234,31.4715382,74.2694031,Dental Experts Johar Town Lahore,hospital
7244237490,31.6043078,74.3425877,"Dr. Sindhu Ear, Nose specialist",clinic
7244238288,31.5788726,74.3140407,Malik Jalal Din Hospital,hospital
7618345201,31.4995263,74.3666831,Al Mairah Dental and Cosmetics Clinic,hospital
7652817385,31.4894273,74.2675562,Dr. Shahid Iqbal,clinic
8205628886,31.473733,74.2956775,Shazia Zahid Medical Centre,hospital
8252241917,31.5485408,74.3047584,Dr Sadaqat Balouch,hospital
8252242017,31.5485441,74.3047362,Dr Sadaqat Balouch (Withdrawal Specialist),hospital
8597534130,31.4027301,74.2325973,University of Lahore Teaching Hospital,hospital
8917032217,31.4890079,74.385904,qazi clinic,clinic
8927949517,31.4519654,74.2678336,Sakina hospital johar town,hospital
9325952208,31.6579532,74.2825636,ٹی ایچ کیو ہسپتال,hospital
9383530553,31.4710831,74.2986453,Zeerak Matab (Herbal & Hijama),hospital
10734314530,31.4835473,74.2991692,The Dental Suite by Dr. Mujtaba Anwar,hospital
10816641505,31.5382616,74.3058757,Asghar Hospital,hospital
11018101305,31.4420757,74.2970778,Noor Clinic,clinic
11171415971,31.5003469,74.3618904,Unknown,hospital
12384983279,31.5702434,74.3779207,Unknown,hospital
12622278646,31.4421421,74.4297974,ذیرک مطب ہربل اور حجامہ۔,hospital
13091899518,31.4546131,74.266597,GeroX®,hospital
13201111543,31.4838954,74.2842268,pimraCare Clinic by Dr.AliArshed,clinic
13201111544,31.485589,74.2820986,Tech Medical Centre,clinic
13417457769,31.4833964,74.2799311,S and S Skincare,clinic
13417617884,31.5446272,74.4197759,HMC Hospital,hospital
13417622920,31.5318849,74.4538145,MedEast Hospital,hospital
14000936501,31.437025,74.2809287,Evercare Hospital,hospital
14003822851,31.5319925,74.3245994,Pak Hospital,hospital
14007471801,31.5317452,74.3234228,پاک ہسپتال,hospital
